Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.47   372.26      0.31     7267     0.04     0.14  BinData::RegisterNamePlugin#initialize_shared_instance
  0.46   372.56      0.30    70223     0.00     0.00  Hash#[]
  0.43   372.84      0.28    19741     0.01     0.03  BinData::SanitizedPrototype#has_parameter?
  0.41   373.11      0.27     6989     0.04     0.21  Array#any?
  0.40   373.37      0.26     6989     0.04     0.76  Enumerable#each_with_index
  0.40   373.63      0.26    79081     0.00     0.00  BasicObject#==
  0.40   373.89      0.26    82165     0.00     0.00  Hash#has_parameter?
  0.40   374.15      0.26     7268     0.04     6.90  BinData::Base#initialize_with_warning
  0.38   374.40      0.25     9306     0.03     0.04  BinData::Uint8#value_to_binary_string
  0.37   374.64      0.24    48421     0.00     0.00  Kernel#initialize_copy
  0.34   374.86      0.22    16017     0.01     0.02  BinData::IO::Write#write_raw
  0.32   375.07      0.21     6893     0.03     0.03  BinData::Struct::Snapshot#[]=
  0.32   375.28      0.21    11574     0.02     0.50  BinData::InitialLengthPlugin#do_read
  0.32   375.49      0.21     4092     0.05     0.10  Pio::Mac#to_s
  0.31   375.69      0.20     7268     0.03     0.57  BinData::BaseArgProcessor#extract_args
  0.31   375.89      0.20     1877     0.11     0.32  BinData::DSLMixin::DSLParser#to_struct_params
  0.31   376.09      0.20     4298     0.05     0.17  BinData::Uint16be#read_and_return_value
  0.31   376.29      0.20    10458     0.02     0.45  Pio::Type::MacAddress#get
  0.29   376.48      0.19     5102     0.04     1.35  BinData::Primitive#initialize_instance
  0.29   376.67      0.19    11718     0.02     0.27  BinData::Uint8#assign
  0.29   376.86      0.19    59186     0.00     0.00  BasicObject#singleton_method_added
  0.28   377.04      0.18    48404     0.00     0.00  Symbol#to_s
  0.28   377.22      0.18     3546     0.05     0.10  BinData::Base#binary_string
  0.28   377.40      0.18     2803     0.06     0.14  Hash#fetch
  0.26   377.57      0.17    50492     0.00     0.00  Fixnum#&
  0.26   377.74      0.17    42483     0.00     0.00  Kernel#is_a?
  0.26   377.91      0.17    47888     0.00     0.00  Module#===
  0.26   378.08      0.17    13392     0.01     0.69  BinData::Array#to_storage_formats
  0.24   378.24      0.16     2976     0.05     0.15  IPAddr#coerce_other
  0.24   378.40      0.16    18926     0.01     0.01  BinData::IO::Read#reset_read_bits
  0.24   378.56      0.16     3383     0.05     0.26  BinData::LazyEvaluator#eval_symbol_in_parent_context
  0.24   378.72      0.16    22444     0.01     0.01  String#unpack
  0.23   378.87      0.15     1116     0.13     0.20  Pio::Mac#parse_mac_string
  0.23   379.02      0.15     2418     0.06     5.79  Pio::OpenFlow10::Match#initialize
  0.23   379.17      0.15     5580     0.03     0.09  IPAddr#_to_string
  0.23   379.32      0.15    41206     0.00     0.00  Kernel#respond_to_missing?
  0.23   379.47      0.15     1866     0.08     0.74  Integer#times
  0.23   379.62      0.15    49759     0.00     0.00  Symbol#to_sym
  0.21   379.76      0.14     5240     0.03     0.14  BinData::BasePrimitive::ValuePlugin#_value
  0.21   379.90      0.14     3940     0.04     0.08  BinData::SanitizedParameters#ensure_mandatory_parameters_exist
  0.21   380.04      0.14    37808     0.00     0.00  BinData::BasePrimitive#initialize_instance
  0.21   380.18      0.14     5240     0.03     0.04  BinData::Base#reading?
  0.21   380.32      0.14     3165     0.04     4.66  BinData::Primitive#do_write
  0.21   380.46      0.14    30803     0.00     0.00  NilClass#nil?
  0.20   380.59      0.13    20485     0.01     0.01  Exception#initialize
  0.20   380.72      0.13     1501     0.09     0.75  BinData::IO::Read#initialize
  0.20   380.85      0.13     8928     0.01     0.33  BinData::Array#do_write
  0.18   380.97      0.12     2426     0.05     0.33  BinData::String#snapshot
  0.18   381.09      0.12     6696     0.02     0.02  Array#join
  0.18   381.21      0.12     3348     0.04     0.27  IPAddr#initialize
  0.17   381.32      0.11    19298     0.01     0.01  BinData::IO::Read::SeekableStream#raw_io
  0.17   381.43      0.11     5025     0.02     0.04  BinData::Uint16be#value_to_binary_string
  0.17   381.54      0.11     1877     0.06     0.88  BinData::RecordArgProcessor#sanitize_parameters!
  0.17   381.65      0.11     2232     0.05     2.17  BinData::Array#assign
  0.17   381.76      0.11     7268     0.02     0.02  Kernel#method
  0.17   381.87      0.11      744     0.15     0.30  IPAddr#to_range
  0.15   381.97      0.10     1863     0.05    14.53  BinData::Primitive#assign
  0.15   382.07      0.10     2063     0.05     0.07  BinData::SanitizedParameters#merge_default_parameters!
  0.15   382.17      0.10     3022     0.03     4.04  BinData::Primitive#read_and_return_value
  0.15   382.27      0.10     1877     0.05     0.10  BinData::StructArgProcessor#sanitize_endian
  0.15   382.37      0.10     5631     0.02     0.03  BinData::SanitizedParameters#needs_sanitizing?
  0.15   382.47      0.10     6989     0.01     0.73  BinData::SanitizedFields#each
  0.15   382.57      0.10     1116     0.09     3.39  Pio::Type::MacAddress#set
  0.15   382.67      0.10     3720     0.03     1.92  Pio::OpenFlow10::Match::MatchIpAddress#get
  0.15   382.77      0.10    20231     0.00     0.01  StringIO#read
  0.15   382.87      0.10     1860     0.05     0.62  Pio::Mac#==
  0.14   382.96      0.09     4137     0.02     0.03  BinData::DSLMixin::DSLParser#option?
  0.14   383.05      0.09     2606     0.03     0.53  Array#map
  0.14   383.14      0.09     2809     0.03     1.90  BinData::LazyEvaluator#lazy_eval
  0.14   383.23      0.09     2232     0.04     0.23  IPAddr#==
  0.14   383.32      0.09     5407     0.02     0.09  BinData::Struct#as_stringified_hash
  0.14   383.41      0.09    16017     0.01     0.01  StringIO#write
  0.14   383.50      0.09     1888     0.05     0.05  BinData::AcceptedParametersPlugin::AcceptedParameters#mutually_exclusive
  0.14   383.59      0.09     3383     0.03     0.29  BinData::LazyEvaluator#method_missing
  0.14   383.68      0.09     9306     0.01     0.01  Integer#chr
  0.14   383.77      0.09     2604     0.03     0.39  BinData::Uint16be#assign
  0.14   383.86      0.09     3720     0.02     0.03  IPAddr#set
  0.14   383.95      0.09     4464     0.02     0.03  String#match
  0.14   384.04      0.09    24944     0.00     0.00  BinData::SanitizedFields#[]
  0.14   384.13      0.09     9672     0.01     0.01  String#to_i
  0.14   384.22      0.09     3383     0.03     0.12  BinData::LazyEvaluator#resolve_symbol_in_parent_context
  0.12   384.30      0.08     2260     0.04     0.08  BinData::DSLMixin::DSLParser#hide
  0.12   384.38      0.08     2434     0.03     0.10  BinData::IO.create_string_io
  0.12   384.46      0.08     5958     0.01     0.01  Array#pack
  0.12   384.54      0.08     2063     0.04     1.22  BinData::SanitizedParameters#sanitize!
  0.12   384.62      0.08     8950     0.01     0.01  String#sub
  0.12   384.70      0.08     7747     0.01     0.01  BinData::Struct#initialize_instance
  0.12   384.78      0.08     2609     0.03     0.76  BinData::Struct#snapshot
  0.11   384.85      0.07     5240     0.01     0.02  BinData::Base#furthest_ancestor
  0.11   384.92      0.07     1314     0.05     3.60  nil#
  0.11   384.99      0.07     1116     0.06     0.21  Range#each
  0.11   385.06      0.07     1877     0.04     0.09  BinData::AcceptedParametersPlugin#mutually_exclusive_parameters
  0.11   385.13      0.07      933     0.08    18.92  BinData::Base#write
  0.11   385.20      0.07    15295     0.00     0.00  Integer#to_int
  0.11   385.27      0.07     3383     0.02     0.10  BinData::LazyEvaluator#recursively_eval
  0.11   385.34      0.07    13656     0.01     0.01  Module#method_added
  0.11   385.41      0.07     2063     0.03     0.04  BinData::AcceptedParametersPlugin#mandatory_parameters
  0.11   385.48      0.07     1501     0.05    16.49  BinData::Base#read
  0.11   385.55      0.07     6014     0.01     0.01  BinData::DSLMixin::DSLParser#parser_abilities
  0.11   385.62      0.07    20486     0.00     0.00  Exception#backtrace
  0.11   385.69      0.07     7268     0.01     0.37  BinData::SanitizedParameters.sanitize
  0.11   385.76      0.07      744     0.09     0.12  IPAddr#mask!
  0.11   385.83      0.07     8950     0.01     0.01  String#to_sym
  0.11   385.90      0.07     3173     0.02     0.13  BinData::BasePrimitive::InitialValuePlugin#_value
  0.11   385.97      0.07     1860     0.04     0.61  Pio::Type::IpAddress#get
  0.11   386.04      0.07     3940     0.02     0.09  BinData::SanitizedParameters#ensure_mutual_exclusion_of_parameters
  0.11   386.11      0.07    19581     0.00     0.00  Kernel#class
  0.11   386.18      0.07     3754     0.02     0.02  BinData::DSLMixin::DSLParser#endian
  0.09   386.24      0.06      372     0.16     0.86  Pio::IPv4Address#prefixlen
  0.09   386.30      0.06     2434     0.02     0.02  StringIO#initialize
  0.09   386.36      0.06      744     0.08     0.22  BinData::IO::Read#read_big_endian_bits
  0.09   386.42      0.06     1116     0.05     0.11  BinData::Primitive#respond_to?
  0.09   386.48      0.06    10869     0.01     0.01  Array#pop
  0.09   386.54      0.06     2801     0.02     0.18  BinData::String#clamp_to_length
  0.09   386.60      0.06     1117     0.05    11.19  Pio::OpenFlow10::PacketIn::Format#method_missing
  0.09   386.66      0.06     1877     0.03     0.37  BinData::DSLMixin::DSLParser#dsl_params
  0.09   386.72      0.06     1527     0.04     0.04  Module#extend_object
  0.09   386.78      0.06      970     0.06     0.13  BinData::Uint32be#read_and_return_value
  0.08   386.83      0.05      930     0.05     0.37  Pio::OpenFlow10::Match::Wildcards#set
  0.08   386.88      0.05     1527     0.03     0.08  Kernel#extend
  0.08   386.93      0.05     8743     0.01     0.01  Fixnum#===
  0.08   386.98      0.05     2999     0.02     0.08  Hash#each_pair
  0.08   387.03      0.05     1494     0.03     1.59  Enumerable#reduce
  0.08   387.08      0.05      187     0.27   139.47  Pio::ExactMatch#initialize
  0.08   387.13      0.05    19298     0.00     0.00  BinData::IO::Read#buffer_limited_n
  0.08   387.18      0.05     2232     0.02     0.26  Pio::IPv4Address#==
  0.08   387.23      0.05     1877     0.03     0.27  BinData::StructArgProcessor#sanitize_hide
  0.08   387.28      0.05     1314     0.04     3.64  BasicObject#instance_exec
  0.08   387.33      0.05     5580     0.01     0.01  Regexp#match
  0.08   387.38      0.05     1116     0.04     0.20  Pio::Mac#to_a
  0.08   387.43      0.05     3724     0.01     0.02  Exception.exception
  0.08   387.48      0.05      372     0.13     5.30  Pio::OpenFlow10::Match::Wildcards#ip_source_address
  0.06   387.52      0.04      933     0.04     0.11  BinData::IO::Write#initialize
  0.06   387.56      0.04     1877     0.02     0.43  BinData::StructArgProcessor#sanitize_parameters!
  0.06   387.60      0.04      186     0.22     0.32  Trema::Controller::FlowModAddOption#to_hash
  0.06   387.64      0.04     1488     0.03     0.03  Hash#==
  0.06   387.68      0.04     1864     0.02     0.03  Kernel#raise
  0.06   387.72      0.04     2063     0.02     1.24  BinData::SanitizedParameters#initialize
  0.06   387.76      0.04      190     0.21     8.79  Trema::Switch#read_openflow_binary
  0.06   387.80      0.04     2449     0.02     0.31  BinData::DSLMixin#method_missing
  0.06   387.84      0.04      558     0.07     0.82  Pio::OpenFlow::Port#set
  0.06   387.88      0.04      372     0.11     4.06  Pio::OpenFlow::Actions#set
  0.06   387.92      0.04     7268     0.01     0.01  Method#owner
  0.06   387.96      0.04      933     0.04    19.06  BinData::Base#to_binary_s
  0.06   388.00      0.04     1502     0.03    20.92  BinData::Base.read
  0.06   388.04      0.04     1116     0.04     0.04  Regexp#===
  0.06   388.08      0.04     1116     0.04     0.36  IPAddr#to_s
  0.06   388.12      0.04     2063     0.02     0.02  BinData::AcceptedParametersPlugin#default_parameters
  0.06   388.16      0.04     8372     0.00     0.00  Fixnum#<<
  0.06   388.20      0.04      936     0.04    59.68  BinData::Struct#assign
  0.06   388.24      0.04       72     0.56     0.56  #<BinData::Struct:0x007fdf7c07a7c0>.flags
  0.06   388.28      0.04      565     0.07     0.09  Pio::OpenFlow::Message#valid_body_options
  0.06   388.32      0.04     7288     0.01     0.01  Hash#has_key?
  0.06   388.36      0.04     2232     0.02     0.78  Enumerable#map
  0.06   388.40      0.04    24368     0.00     0.00  Array#at
  0.06   388.44      0.04     7267     0.01     0.01  BinData::Framework#initialize_shared_instance
  0.06   388.48      0.04     1116     0.04     2.47  Pio::OpenFlow10::Match::MatchIpAddress#set
  0.06   388.52      0.04      187     0.21   347.75  Trema::Controller#handle_openflow_message
  0.06   388.56      0.04     3755     0.01     0.01  Array#compact
  0.06   388.60      0.04    16762     0.00     0.00  Exception#exception
  0.05   388.63      0.03     6139     0.00     0.00  Fixnum#|
  0.05   388.66      0.03     2625     0.01     0.02  BinData::Base#safe_respond_to?
  0.05   388.69      0.03      189     0.16     0.42  Pio::OpenFlow::Message#validate_user_options
  0.05   388.72      0.03     1888     0.02     0.16  BinData::MultiFieldArgSeparator#parameters_is_value?
  0.05   388.75      0.03     3546     0.01     0.01  String#to_s
  0.05   388.78      0.03     2604     0.01     0.35  Pio::IPv4Address#initialize
  0.05   388.81      0.03     2605     0.01     0.01  Symbol#to_proc
  0.05   388.84      0.03     1488     0.02     0.33  Pio::IPv4Address#to_range
  0.05   388.87      0.03     1116     0.03     0.17  Pio::EthernetHeader#vlan?
  0.05   388.90      0.03     6989     0.00     0.00  Kernel#freeze
  0.05   388.93      0.03     1122     0.03     0.41  BinData::Uint32be#assign
  0.05   388.96      0.03      566     0.05     0.12  BinData::IO::Read#read_all_bytes
  0.05   388.99      0.03      374     0.08    16.02  Pio::OpenFlow10::PacketIn.read
  0.05   389.02      0.03     1116     0.03     0.32  IPAddr#to_string
  0.05   389.05      0.03     9306     0.00     0.00  String#hex
  0.05   389.08      0.03     3348     0.01     0.01  String#split
  0.05   389.11      0.03     1700     0.02     3.76  Enumerable#each_with_object
  0.05   389.14      0.03      372     0.08     0.35  BinData::BasePrimitive#value
  0.05   389.17      0.03     1116     0.03     0.08  Pio::Mac#to_str
  0.05   389.20      0.03      372     0.08    23.15  Pio::OpenFlow10::MatchOpenFlow10#set
  0.05   389.23      0.03      187     0.16   314.44  Cbench#packet_in
  0.05   389.26      0.03      566     0.05     0.18  BinData::Rest#read_and_return_value
  0.05   389.29      0.03    10868     0.00     0.00  Array#last
  0.05   389.32      0.03     2460     0.01     0.01  BinData::DSLMixin#dsl_parser
  0.05   389.35      0.03     2449     0.01     0.01  BinData::DSLMixin::DSLParser#fields
  0.05   389.38      0.03    16950     0.00     0.00  BinData::IO::Write#flushbits
  0.05   389.41      0.03     2241     0.01     0.08  BinData::BasePrimitive#hash
  0.05   389.44      0.03      558     0.05     0.13  BinData::IO::Read#accumulate_big_endian_bits
  0.05   389.47      0.03     5225     0.01     0.01  Fixnum#to_s
  0.05   389.50      0.03      189     0.16   121.64  Pio::OpenFlow::Message#initialize
  0.03   389.52      0.02     7312     0.00     0.00  Array#initialize_copy
  0.03   389.54      0.02     1501     0.01     0.01  String#to_str
  0.03   389.56      0.02      379     0.05     0.87  BinData::String#read_and_return_value
  0.03   389.58      0.02      744     0.03     0.07  IPAddr#<=>
  0.03   389.60      0.02     2239     0.01     0.01  Hash#initialize
  0.03   389.62      0.02     8950     0.00     0.00  Array#index
  0.03   389.64      0.02      749     0.03     0.12  BinData::BasePrimitive#eql?
  0.03   389.66      0.02      380     0.05     0.82  BinData::BasePrimitive::AssertPlugin#assert!
  0.03   389.68      0.02     2795     0.01     0.01  String#==
  0.03   389.70      0.02      187     0.11     0.11  BinData::Struct#field_names
  0.03   389.72      0.02     1116     0.02     0.51  Pio::IPv4Address#to_a
  0.03   389.74      0.02      744     0.03     0.24  BinData::IO::Read#readbits
  0.03   389.76      0.02     1116     0.02     0.02  String#gsub
  0.03   389.78      0.02      744     0.03     0.44  Pio::OpenFlow10::FlowMod::Body::Flags#get
  0.03   389.80      0.02      117     0.17   558.38  Trema::Command#trap_signals
  0.03   389.82      0.02     2251     0.01     0.01  BinData::Struct#clear
  0.03   389.84      0.02     3002     0.01     0.02  BinData::Base#lazy_evaluator
  0.03   389.86      0.02      747     0.03     0.04  BinData::Uint32be#value_to_binary_string
  0.03   389.88      0.02     3002     0.01     0.01  StringIO#pos
  0.03   389.90      0.02      187     0.11     0.16  Pio::OpenFlow::Message#parse_body_options
  0.03   389.92      0.02     5208     0.00     0.00  String#*
  0.03   389.94      0.02     1860     0.01     0.04  Kernel#fail
  0.03   389.96      0.02      930     0.02     0.02  BinData::Uint16be#sensible_default
  0.03   389.98      0.02      572     0.03     0.40  BinData::MultiFieldArgSeparator#field_names_in_parameters?
  0.03   390.00      0.02      190     0.11    24.84  Pio::OpenFlow.read
  0.03   390.02      0.02      745     0.03     0.03  Hash#invert
  0.03   390.04      0.02     1488     0.01     0.01  BinData::IO::Read#mask
  0.03   390.06      0.02     3720     0.01     0.01  IPAddr#to_i
  0.03   390.08      0.02      186     0.11     0.11  Kernel#rand
  0.03   390.10      0.02      372     0.05     3.25  Pio::OpenFlow10::SendOutPort#to_binary
  0.03   390.12      0.02      745     0.03     0.36  BinData::String#assign
  0.03   390.14      0.02     4092     0.00     0.00  Kernel#kind_of?
  0.03   390.16      0.02      186     0.11     0.11  Hash#merge
  0.03   390.18      0.02     1116     0.02     0.38  Pio::IPv4Address#to_s
  0.03   390.20      0.02      186     0.11     7.74  Pio::OpenFlow10::SendOutPort#initialize
  0.03   390.22      0.02     9142     0.00     0.00  Hash#[]=
  0.02   390.23      0.01        7     1.43     1.43  IO#close
  0.02   390.24      0.01        3     3.33     3.33  File.unlink
  0.02   390.25      0.01     1888     0.01     0.28  BinData::MultiFieldArgSeparator#separate_args
  0.02   390.26      0.01     5980     0.00     0.00  String#force_encoding
  0.02   390.27      0.01     3006     0.00     0.42  BinData::Base#==
  0.02   390.28      0.01     1865     0.01     0.02  Fixnum#<
  0.02   390.29      0.01      375     0.03     0.24  BinData::String#value_to_binary_string
  0.02   390.30      0.01     1867     0.01     0.01  Kernel#hash
  0.02   390.31      0.01      749     0.01     0.01  Numeric#eql?
  0.02   390.32      0.01      561     0.02     0.02  Module#class_variable_get
  0.02   390.33      0.01     6696     0.00     0.00  Fixnum#>>
  0.02   390.34      0.01     1674     0.01     0.30  Enumerable#inject
  0.02   390.35      0.01     1116     0.01     0.04  BinData::StructArgProcessor#hidden_field_names
  0.02   390.36      0.01      372     0.03     0.48  Pio::OpenFlow10::FlowMod::Command#set
  0.02   390.37      0.01      186     0.05     1.02  BinData::Primitive#sensible_default
  0.02   390.38      0.01       27     0.37     0.37  #<BinData::Struct:0x007fdf7d115bc0>.octets
  0.02   390.39      0.01       96     0.10     0.10  #<BinData::Struct:0x007fdf7dca2830>.flags
  0.02   390.40      0.01        1    10.00    10.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fdf7da1ba08>.total_len
  0.02   390.41      0.01        1    10.00    10.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fdf7c293ae8>.action_length
  0.02   390.42      0.01       96     0.10     0.31  #<BinData::Struct:0x007fdf7d30d7e8>.flags
  0.02   390.43      0.01       96     0.10     0.21  #<BinData::Struct:0x007fdf7dd6ec28>.flags
  0.02   390.44      0.01       96     0.10     0.10  #<BinData::Struct:0x007fdf7db94650>.flags
  0.02   390.45      0.01       72     0.14     0.14  #<BinData::Struct:0x007fdf7d153740>.flags
  0.02   390.46      0.01       31     0.32     0.32  #<BinData::Struct:0x007fdf7dbc3f40>.octets
  0.02   390.47      0.01       96     0.10     0.10  #<BinData::Struct:0x007fdf7d5953d0>.flags
  0.02   390.48      0.01        8     1.25     1.25  #<BinData::Struct:0x007fdf7f016808>.match=
  0.02   390.49      0.01       72     0.14     0.14  #<BinData::Struct:0x007fdf7ee16be8>.flags
  0.02   390.50      0.01        1    10.00    10.00  #<Pio::Parser::IPv4Packet:0x007fdf7e9fcd28>.ip_type_of_service
  0.02   390.51      0.01       27     0.37     0.37  #<BinData::Struct:0x007fdf7dd2f140>.octets
  0.02   390.52      0.01       96     0.10     0.10  #<BinData::Struct:0x00000003171f08>.flags
  0.02   390.53      0.01        1    10.00    10.00  #<Pio::OpenFlowHeaderParser:0x007fdf7fd47720>.message_type
  0.02   390.54      0.01       96     0.10     0.10  #<BinData::Struct:0x007fdf7f65f070>.flags
  0.02   390.55      0.01        2     5.00     5.00  #<BinData::Struct:0x007fdf7f52a1f0>.octets
  0.02   390.56      0.01       79     0.13     0.13  #<BinData::Struct:0x007fdf7edf1230>.octets
  0.02   390.57      0.01       31     0.32     0.32  #<BinData::Struct:0x007fdf7c6eea20>.octets
  0.02   390.58      0.01        3     3.33     3.33  #<BinData::Struct:0x007fdf7f652190>.xid=
  0.02   390.59      0.01       79     0.13     0.13  #<BinData::Struct:0x007fdf7f29d838>.octets
  0.02   390.60      0.01        1    10.00    10.00  #<BinData::Struct:0x007fdf7ef47210>.flags=
  0.02   390.61      0.01       72     0.14     0.14  #<BinData::Struct:0x007fdf7c6faf28>.flags
  0.02   390.62      0.01      745     0.01     0.01  Integer#to_i
  0.02   390.63      0.01     1527     0.01     0.01  Module#extended
  0.02   390.64      0.01      760     0.01     0.03  Trema::Switch#drain
  0.02   390.65      0.01      376     0.03     0.03  Kernel#instance_variable_set
  0.02   390.66      0.01        8     1.25     5.00  #<BinData::Struct:0x000000030e7808>.match=
  0.02   390.67      0.01       79     0.13     0.13  #<BinData::Struct:0x0000000293b2d0>.octets
  0.02   390.68      0.01       27     0.37     0.37  #<BinData::Struct:0x007fdf7c494a68>.octets
  0.02   390.69      0.01        3     3.33     6.67  #<BinData::Struct:0x007fdf7d2001c0>.port=
  0.02   390.70      0.01       72     0.14     0.14  #<BinData::Struct:0x007fdf7d754ba8>.flags
  0.02   390.71      0.01        3     3.33     6.67  #<BinData::Struct:0x007fdf7ddfa9a8>.octets=
  0.02   390.72      0.01       27     0.37     0.37  #<BinData::Struct:0x007fdf7d1c6290>.octets
  0.02   390.73      0.01       72     0.14     0.14  #<BinData::Struct:0x007fdf7d987df8>.flags
  0.02   390.74      0.01       72     0.14     0.14  #<BinData::Struct:0x007fdf7c43a4a0>.flags
  0.02   390.75      0.01        7     1.43     1.43  #<Pio::Parser::IPv4Packet:0x007fdf7d109aa0>.ether_type
  0.02   390.76      0.01        1    10.00    10.00  #<Pio::Parser::IPv4Packet:0x007fdf7db00068>.ip_type_of_service
  0.02   390.77      0.01       79     0.13     0.13  #<BinData::Struct:0x007fdf7d2d7e18>.octets
  0.02   390.78      0.01        7     1.43     1.43  #<Pio::Parser::IPv4Packet:0x007fdf7d7cb6e0>.ether_type
  0.02   390.79      0.01        7     1.43     1.43  #<Pio::Parser::IPv4Packet:0x007fdf7d4308a0>.ether_type
  0.02   390.80      0.01        2     5.00    10.00  #<BinData::Struct:0x007fdf7c7930e8>.octets
  0.02   390.81      0.01       79     0.13     0.13  #<BinData::Struct:0x007fdf7c17d398>.octets
  0.02   390.82      0.01       25     0.40     0.40  #<BinData::Struct:0x007fdf7dd870c0>.octets
  0.02   390.83      0.01       27     0.37     0.74  #<BinData::Struct:0x007fdf7d7f5c88>.octets
  0.02   390.84      0.01       72     0.14     0.14  #<BinData::Struct:0x007fdf7d4fc6d0>.flags
  0.02   390.85      0.01       27     0.37     0.37  #<BinData::Struct:0x007fdf7c23eb10>.octets
