Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.03   404.67      0.02     2614     0.01     0.01  BinData::DSLMixin#dsl_parser
  0.03   404.69      0.02      857     0.02     0.02  Pio::OpenFlow::Port#max
  0.03   404.71      0.02      855     0.02     0.06  #<Pio::OpenFlow10::FlowMod::Body:0x007fd338609290>.actions
  0.03   404.73      0.02      855     0.02     0.02  Array#==
  0.03   404.75      0.02     4285     0.00     0.00  Symbol#to_proc
  0.03   404.77      0.02     7147     0.00     0.00  Array#last
  0.03   404.79      0.02     2598     0.01     0.01  Hash#each_pair
  0.03   404.81      0.02      871     0.02     0.07  Hash#key?
  0.03   404.83      0.02     2598     0.01     0.01  BinData::AcceptedParametersPlugin::AcceptedParameters#default
  0.03   404.85      0.02     3436     0.01     0.01  IPAddr#to_i
  0.03   404.87      0.02     1714     0.01     0.43  Pio::IPv4Address#to_s
  0.03   404.89      0.02      856     0.02     0.07  BinData::Struct#field_names
  0.01   404.90      0.01     1716     0.01     0.01  BinData::Virtual#value_to_binary_string
  0.01   404.91      0.01      866     0.01    42.12  Pio::OpenFlow::Message#method_missing
  0.01   404.92      0.01     1720     0.01     0.27  Enumerable#map
  0.01   404.93      0.01     3428     0.00     0.00  Array#to_ary
  0.01   404.94      0.01      858     0.01     0.31  #<BinData::Struct:0x007fd3380ba730>.binary=
  0.01   404.95      0.01      856     0.01     2.75  Pio::OpenFlow10::SendOutPort#to_binary
  0.01   404.96      0.01      855     0.01     1.51  #<BinData::Struct:0x007fd3383d7af8>.octets=
  0.01   404.97      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd339b9be78>.reason=
  0.01   404.98      0.01        1    10.00    10.00  #<Pio::OpenFlowHeader:0x007fd3399793e8>.message_type
  0.01   404.99      0.01        4     2.50     2.50  #<BinData::Struct:0x007fd3399d6f20>.xid
  0.01   405.00      0.01       11     0.91     2.73  #<BinData::Struct:0x007fd3388148c8>.reason=
  0.01   405.01      0.01       11     0.91     1.82  #<BinData::Struct:0x007fd3391e8bb0>.reason=
  0.01   405.02      0.01       11     0.91     5.45  #<BinData::Struct:0x007fd33800fa60>.reason=
  0.01   405.03      0.01        1    10.00    10.00  #<Pio::OpenFlowHeaderParser:0x007fd3397a67c8>.message_type
  0.01   405.04      0.01        9     1.11     1.11  #<BinData::Struct:0x00000002edcbd0>.reason
  0.01   405.05      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd3386ff000>.reason=
  0.01   405.06      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd3392594a0>.reason=
  0.01   405.07      0.01       11     0.91     1.82  #<BinData::Struct:0x007fd33be63f78>.reason=
  0.01   405.08      0.01     4299     0.00     0.00  String#to_s
  0.01   405.09      0.01     1714     0.01     0.01  String#gsub
  0.01   405.10      0.01      855     0.01    43.37  Cbench#packet_in
  0.01   405.11      0.01        4     2.50     2.50  #<BinData::Struct:0x007fd3381b1a80>.xid
  0.01   405.12      0.01       11     0.91     2.73  #<BinData::Struct:0x007fd33846ba28>.reason=
  0.01   405.13      0.01        4     2.50     5.00  #<BinData::Struct:0x007fd3384b8f08>.xid
  0.01   405.14      0.01       11     0.91     1.82  #<BinData::Struct:0x007fd3383c4430>.reason=
  0.01   405.15      0.01        4     2.50     2.50  #<BinData::Struct:0x007fd3380475a0>.xid
  0.01   405.16      0.01        2     5.00     5.00  #<Pio::OpenFlowHeaderParser:0x007fd3383583e8>._length
  0.01   405.17      0.01        2     5.00     5.00  #<Pio::OpenFlowHeaderParser:0x00000003083ce0>._length
  0.01   405.18      0.01       11     0.91     0.91  #<BinData::Struct:0x00000002e610e8>.reason=
  0.01   405.19      0.01        1    10.00    10.00  #<Pio::OpenFlow10::PacketIn::Body:0x007fd3385dd208>.total_len
  0.01   405.20      0.01        4     2.50     2.50  #<BinData::Struct:0x007fd339a7cdf8>.xid
  0.01   405.21      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd3394a2ab8>.reason=
  0.01   405.22      0.01        9     1.11     1.11  #<BinData::Struct:0x007fd339a51720>.reason
  0.01   405.23      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd3392bcf00>.reason=
  0.01   405.24      0.01     1722     0.01     0.02  Pio::IPv4Address#initialize
  0.01   405.25      0.01      866     0.01     0.27  #<BinData::Struct:0x007fd33c0160a0>.port=
  0.01   405.26      0.01      855     0.01     2.32  #<BinData::Struct:0x007fd3383feb30>.octets=
  0.01   405.27      0.01        9     1.11     1.11  #<BinData::Struct:0x007fd338327388>.reason
  0.01   405.28      0.01       11     0.91     1.82  #<BinData::Struct:0x007fd3385e7398>.reason=
  0.01   405.29      0.01        1    10.00    10.00  #<Pio::OpenFlowHeader:0x007fd3387a1af8>.message_type
  0.01   405.30      0.01        4     2.50     2.50  DRb::DRbTCPSocket.parse_uri
  0.01   405.31      0.01        5     2.00     2.00  Kernel#require
  0.01   405.32      0.01       11     0.91     0.91  BinData::DSLMixin::DSLParser#parent_attribute
  0.01   405.33      0.01       73     0.14     0.14  #<BinData::Struct:0x007fd33864c0b8>.port_feature
  0.01   405.34      0.01        3     3.33     3.33  #<BinData::Struct:0x007fd33822f660>.xid
  0.01   405.35      0.01      862     0.01     0.29  #<BinData::Struct:0x007fd3385e4670>.match=
  0.01   405.36      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd338491d68>.reason=
  0.01   405.37      0.01       11     0.91     2.73  #<BinData::Struct:0x007fd3381eb230>.reason=
  0.01   405.38      0.01        1    10.00    10.00  #<Pio::OpenFlowHeader:0x007fd3380f37d8>.message_type
  0.01   405.39      0.01        2     5.00     5.00  #<Pio::OpenFlowHeaderParser:0x00000002ff8b40>._length
  0.01   405.40      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd33802aab8>.reason=
  0.01   405.41      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd33884b2b0>.reason=
  0.01   405.42      0.01       11     0.91     0.91  #<BinData::Struct:0x00000002789518>.reason=
  0.01   405.43      0.01        9     1.11     2.22  #<BinData::Struct:0x007fd3385f0cb8>.reason
  0.01   405.44      0.01        2     5.00     5.00  #<Pio::OpenFlowHeaderParser:0x007fd3385e5db8>._length
  0.01   405.45      0.01      861     0.01    16.89  Kernel#tap
  0.01   405.46      0.01     1712     0.01    43.34  Trema::Controller#send_handler
  0.01   405.47      0.01     6209     0.00     0.00  Method#owner
  0.01   405.48      0.01     6253     0.00     0.00  Array#initialize_copy
  0.01   405.49      0.01     2586     0.00     0.00  BinData::SanitizedParameters#create_sanitized_endian
  0.01   405.50      0.01     6209     0.00     0.00  BinData::Framework#initialize_shared_instance
  0.01   405.51      0.01      873     0.01     0.01  Hash#initialize
  0.01   405.52      0.01      862     0.01     0.02  MonkeyPatch::Integer::Ranges#unsigned_32bit?
  0.01   405.53      0.01     3432     0.00     0.00  BinData::Virtual#sensible_default
  0.01   405.54      0.01     1720     0.01     0.01  Fixnum#>
  0.01   405.55      0.01     1713     0.01     0.21  BinData::String#value_to_binary_string
  0.01   405.56      0.01     1715     0.01     0.01  Numeric#eql?
  0.01   405.57      0.01      859     0.01     0.01  Class#allocate
  0.01   405.58      0.01     2580     0.00     0.01  String#==
  0.01   405.59      0.01      889     0.01     0.72  Enumerable#each_with_object
  0.01   405.60      0.01     3438     0.00     0.00  Kernel#kind_of?
  0.01   405.61      0.01     3426     0.00     0.00  NilClass#inspect
  0.01   405.62      0.01     1714     0.01     0.39  IPAddr#to_string
  0.01   405.63      0.01      855     0.01     2.63  #<BinData::Struct:0x007fd338414250>.octets=
  0.01   405.64      0.01      855     0.01     0.01  BinData::Uint64be#sensible_default
  0.01   405.65      0.01        4     2.50     5.00  #<BinData::Struct:0x007fd338535350>.xid
  0.01   405.66      0.01       11     0.91     2.73  #<BinData::Struct:0x007fd3388d0fc8>.reason=
  0.01   405.67      0.01       11     0.91     0.91  #<BinData::Struct:0x007fd338336108>.reason=
